CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40370766,SMITH & WOLLENSKY,MANHATTAN,201,EAST 49th STREET,10017,2127531530,American,6/6/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40370766,SMITH & WOLLENSKY,MANHATTAN,201,EAST 49th STREET,10017,2127531530,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012,2122543480,American,6/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012,2122543480,American,6/19/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036,2126956909,American,6/6/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036,2126956909,American,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036,2126956909,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027,2122229878,American,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027,2122229878,American,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40375699,GENE'S RESTURANT,MANHATTAN,73,WEST   11 STREET,10011,2126752048,Italian,6/4/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection
40375699,GENE'S RESTURANT,MANHATTAN,73,WEST   11 STREET,10011,2126752048,Italian,6/4/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,6/5/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,2128657074,American,6/19/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,2128657074,American,6/19/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American,6/12/2019,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,9,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American,6/12/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
