CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
40369724,MCDONALD'S,QUEENS,10615,71 AVENUE,11375.0,7187938181,Hamburgers,6/4/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,10615 71 AVENUE 11375.0
40369724,MCDONALD'S,QUEENS,10615,71 AVENUE,11375.0,7187938181,Hamburgers,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,10615 71 AVENUE 11375.0
40370150,JOHN MULLIGAN'S FIRESIDE PUB,BRONX,4272,KATONAH AVENUE,10470.0,3473468001,American,6/12/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4272 KATONAH AVENUE 10470.0
40370150,JOHN MULLIGAN'S FIRESIDE PUB,BRONX,4272,KATONAH AVENUE,10470.0,3473468001,American,6/12/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,18,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4272 KATONAH AVENUE 10470.0
40370150,JOHN MULLIGAN'S FIRESIDE PUB,BRONX,4272,KATONAH AVENUE,10470.0,3473468001,American,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,4272 KATONAH AVENUE 10470.0
40370167,BURGER KING,QUEENS,22210,NORTHERN BOULEVARD,11361.0,7182251695,Hamburgers,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,22210 NORTHERN BOULEVARD 11361.0
40370167,BURGER KING,QUEENS,22210,NORTHERN BOULEVARD,11361.0,7182251695,Hamburgers,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,22210 NORTHERN BOULEVARD 11361.0
40370168,EAR INN,MANHATTAN,326,SPRING STREET,10013.0,2122269060,American,6/17/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,326 SPRING STREET 10013.0
40370168,EAR INN,MANHATTAN,326,SPRING STREET,10013.0,2122269060,American,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,326 SPRING STREET 10013.0
40370766,SMITH & WOLLENSKY,MANHATTAN,201,EAST 49th STREET,10017.0,2127531530,American,6/6/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,201 EAST 49th STREET 10017.0
40370766,SMITH & WOLLENSKY,MANHATTAN,201,EAST 49th STREET,10017.0,2127531530,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,201 EAST 49th STREET 10017.0
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012.0,2122543480,American,6/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,117 MAC DOUGAL STREET 10012.0
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012.0,2122543480,American,6/19/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,117 MAC DOUGAL STREET 10012.0
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036.0,2126956909,American,6/6/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,407 WEST   42 STREET 10036.0
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036.0,2126956909,American,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,407 WEST   42 STREET 10036.0
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036.0,2126956909,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,407 WEST   42 STREET 10036.0
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472.0,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,1599 WESTCHESTER AVENUE 10472.0
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472.0,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,1599 WESTCHESTER AVENUE 10472.0
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472.0,7183284349,Pizza,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,1599 WESTCHESTER AVENUE 10472.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40373937,SHUN LEE,MANHATTAN,37,WEST   65 STREET,10023.0,2125958895,Chinese,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,37 WEST   65 STREET 10023.0
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464.0,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1 CITY ISLAND AVE 10464.0
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464.0,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1 CITY ISLAND AVE 10464.0
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464.0,7188851424,Seafood,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,1 CITY ISLAND AVE 10464.0
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027.0,2122229878,American,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,2021 7 AVENUE 10027.0
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027.0,2122229878,American,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,2021 7 AVENUE 10027.0
40375699,GENE'S RESTURANT,MANHATTAN,73,WEST   11 STREET,10011.0,2126752048,Italian,6/4/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,73 WEST   11 STREET 10011.0
40375699,GENE'S RESTURANT,MANHATTAN,73,WEST   11 STREET,10011.0,2126752048,Italian,6/4/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,73 WEST   11 STREET 10011.0
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,6/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,48,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,
